index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal,accepted,terminal,enqueue_returned_ns,result_observed_ns,sync_started_ns,synced_ns,published_ns
0,10933587987,10949364930,0,0,10963100847,10963100847,1,2,1,2,2,0,0,0,102,2,3405517392,0,1,4774429974187203373,0,0,0,0,0,0,0
1,10943587987,10963103174,0,0,10974842984,10974842984,1,3,1,3,3,10,10,10,103,3,3405582928,0,1,4602162315086583046,0,0,0,0,0,0,0
2,10953587987,10974845039,0,0,10991247206,10991247206,1,4,1,4,4,20,20,20,104,4,3405386328,0,1,16258271099931417407,0,0,0,0,0,0,0
3,10963587987,10991248727,0,0,11010583077,11010583077,1,5,1,5,5,30,30,30,105,5,3405451864,0,1,16212336568249626236,0,0,0,0,0,0,0
4,10973587987,11010584024,0,0,11027022226,11027022226,1,6,1,6,6,40,40,40,106,6,3405255256,0,1,2969476628920401169,0,0,0,0,0,0,0
5,10983587987,11027024339,0,0,11043125477,11043125477,1,7,1,7,7,50,50,50,107,7,3405320792,0,1,14847547903106086642,0,0,0,0,0,0,0
6,10993587987,11043127701,0,0,11060489893,11060489893,1,8,1,8,8,60,60,60,108,8,3405124176,0,1,2481239103115231755,0,0,0,0,0,0,0
7,11003587987,11060492812,0,0,11076566958,11076566958,1,9,1,9,9,70,70,70,109,9,3405189712,0,1,4483399025228714016,0,0,0,0,0,0,0
8,11013587987,11076569434,0,0,11094833763,11094833763,1,10,1,10,10,80,80,80,110,10,3404993104,0,1,4809104840388799989,0,0,0,0,0,0,0
9,11023587987,11094835786,0,0,11109197109,11109197109,1,11,1,11,11,90,90,90,111,11,3405058640,0,1,14139598332876367694,0,0,0,0,0,0,0
10,11033587987,11109199122,0,0,11125847678,11125847678,1,12,1,12,12,100,100,100,112,12,3404862024,0,1,14770638988637105879,0,0,0,0,0,0,0
11,11043587987,11125849811,0,0,11143074799,11143074799,1,13,1,13,13,110,110,110,113,13,3404927560,0,1,8055372908001952468,0,0,0,0,0,0,0
12,11053587987,11143077144,0,0,11161241195,11161241195,1,14,1,14,14,120,120,120,114,14,3404730952,0,1,10889017455253894153,0,0,0,0,0,0,0
13,11063587987,11161243520,0,0,11179612002,11179612002,1,15,1,15,15,130,130,130,115,15,3404796488,0,1,5778431570146305418,0,0,0,0,0,0,0
14,11073587987,11179614418,0,0,11197640791,11197640791,1,16,1,16,16,140,140,140,116,16,3404599888,0,1,6969570158050252915,0,0,0,0,0,0,0
15,11083587987,11197643217,0,0,11214131753,11214131753,1,17,1,17,17,150,150,150,117,17,3404665424,0,1,11182361368135550472,0,0,0,0,0,0,0
16,11093587987,11214133846,0,0,11230582427,11230582427,1,18,1,18,18,160,160,160,118,18,3404468816,0,1,3735615684447074205,0,0,0,0,0,0,0
17,11103587987,11230584782,0,0,11247736677,11247736677,1,19,1,19,19,170,170,170,119,19,3404534352,0,1,18445061149576374678,0,0,0,0,0,0,0
18,11113587987,11247739888,0,0,11265463460,11265463460,1,20,1,20,20,180,180,180,120,20,3404337752,0,1,6650298921547483343,0,0,0,0,0,0,0
19,11123587987,11265466167,0,0,11282650164,11282650164,1,21,1,21,21,190,190,190,121,21,3404403288,0,1,16232470217399076620,0,0,0,0,0,0,0
20,11133587987,11282652227,0,0,11298954858,11298954858,1,22,1,22,22,200,200,200,122,22,3404206680,0,1,16220672393603928865,0,0,0,0,0,0,0
21,11143587987,11298956237,0,0,11315112889,11315112889,1,23,1,23,23,210,210,210,123,23,3404272216,0,1,10851252610824490530,0,0,0,0,0,0,0
22,11153587987,11315115707,0,0,11332439134,11332439134,1,24,1,24,24,220,220,220,124,24,3404075600,0,1,1122223011213224731,0,0,0,0,0,0,0
23,11163587987,11332442113,0,0,11344064959,11344064959,1,25,1,25,25,230,230,230,125,25,3404141136,0,1,5508145819576357936,0,0,0,0,0,0,0
24,11173587987,11344067283,0,0,11354705055,11354705055,1,26,1,26,26,240,240,240,126,26,3403944528,0,1,4884624745908823813,0,0,0,0,0,0,0
25,11183587987,11354707289,0,0,11371002262,11371002262,1,27,1,27,27,250,250,250,127,27,3404010064,0,1,11072793779470938238,0,0,0,0,0,0,0
26,11193587987,11371005896,0,0,11388754036,11388754036,1,28,1,28,28,260,260,260,128,28,3403813544,0,1,6095259257799307719,0,0,0,0,0,0,0
