sequence,planned_ms,computed_ms,durable_ms
1,0,0.001699,6.50836
2,0,0.002312,6.50836
3,0,0.00289,6.50836
4,0,0.003472,6.50836
5,0,0.004046,6.50836
6,0,0.004609,6.50836
7,0,0.005174,6.50836
8,0,0.005664,6.50836
9,0,6.53832,13.0648
10,0,6.5387,13.0648
11,0,6.53896,13.0648
12,0,6.53923,13.0648
13,0,6.53948,13.0648
14,0,6.53974,13.0648
15,0,6.54001,13.0648
16,0,6.54028,13.0648
17,0,13.0853,21.5953
18,0,13.0856,21.5953
19,0,13.0858,21.5953
20,0,13.086,21.5953
21,100,100.097,106.693
22,100,100.098,106.693
23,100,100.098,106.693
24,100,100.098,106.693
25,100,100.098,106.693
26,100,100.098,106.693
27,100,100.098,106.693
28,100,100.099,106.693
29,100,106.719,113.319
30,100,106.719,113.319
31,100,106.719,113.319
32,100,106.719,113.319
33,100,106.72,113.319
34,100,106.72,113.319
35,100,106.72,113.319
36,100,106.72,113.319
37,100,113.343,121.88
38,100,113.343,121.88
39,100,113.343,121.88
40,100,113.344,121.88
41,200,200.098,206.601
42,200,200.098,206.601
43,200,200.098,206.601
44,200,200.098,206.601
45,200,200.098,206.601
46,200,200.098,206.601
47,200,200.099,206.601
48,200,200.099,206.601
49,200,206.629,212.933
50,200,206.63,212.933
51,200,206.63,212.933
52,200,206.63,212.933
53,200,206.631,212.933
54,200,206.631,212.933
55,200,206.631,212.933
56,200,206.631,212.933
57,200,212.968,221.545
58,200,212.968,221.545
59,200,212.969,221.545
60,200,212.969,221.545
61,300,300.075,306.352
62,300,300.075,306.352
63,300,300.075,306.352
64,300,300.075,306.352
65,300,300.076,306.352
66,300,300.076,306.352
67,300,300.076,306.352
68,300,300.076,306.352
69,300,306.386,312.856
70,300,306.386,312.856
71,300,306.386,312.856
72,300,306.386,312.856
73,300,306.387,312.856
74,300,306.387,312.856
75,300,306.387,312.856
76,300,306.387,312.856
77,300,312.905,321.423
78,300,312.905,321.423
79,300,312.906,321.423
80,300,312.907,321.423
81,400,400.069,406.482
82,400,400.069,406.482
83,400,400.069,406.482
84,400,400.07,406.482
85,400,400.07,406.482
86,400,400.07,406.482
87,400,400.07,406.482
88,400,400.07,406.482
89,400,406.514,413.173
90,400,406.514,413.173
91,400,406.514,413.173
92,400,406.514,413.173
93,400,406.515,413.173
94,400,406.515,413.173
95,400,406.515,413.173
96,400,406.515,413.173
97,400,413.214,426.883
98,400,413.214,426.883
99,400,413.215,426.883
100,400,413.215,426.883
101,500,500.067,509.787
102,500,500.067,509.787
103,500,500.068,509.787
104,500,500.068,509.787
105,500,500.068,509.787
106,500,500.068,509.787
107,500,500.068,509.787
108,500,500.068,509.787
109,500,509.835,516.406
110,500,509.835,516.406
111,500,509.835,516.406
112,500,509.836,516.406
113,500,509.836,516.406
114,500,509.836,516.406
115,500,509.836,516.406
116,500,509.836,516.406
117,500,516.439,524.86
118,500,516.44,524.86
119,500,516.44,524.86
120,500,516.44,524.86
121,600,600.068,606.723
122,600,600.069,606.723
123,600,600.069,606.723
124,600,600.069,606.723
125,600,600.069,606.723
126,600,600.069,606.723
127,600,600.07,606.723
128,600,600.07,606.723
129,600,606.755,613.181
130,600,606.756,613.181
131,600,606.756,613.181
132,600,606.756,613.181
133,600,606.757,613.181
134,600,606.757,613.181
135,600,606.757,613.181
136,600,606.757,613.181
137,600,613.21,621.697
138,600,613.21,621.697
139,600,613.21,621.697
140,600,613.211,621.697
141,700,700.075,706.565
142,700,700.075,706.565
143,700,700.076,706.565
144,700,700.077,706.565
145,700,700.077,706.565
146,700,700.078,706.565
147,700,700.078,706.565
148,700,700.079,706.565
149,700,706.611,713.163
150,700,706.611,713.163
151,700,706.612,713.163
152,700,706.613,713.163
153,700,706.613,713.163
154,700,706.614,713.163
155,700,706.614,713.163
156,700,706.615,713.163
157,700,713.2,721.87
158,700,713.201,721.87
159,700,713.201,721.87
160,700,713.201,721.87
161,800,800.068,806.749
162,800,800.068,806.749
163,800,800.068,806.749
164,800,800.068,806.749
165,800,800.069,806.749
166,800,800.069,806.749
167,800,800.069,806.749
168,800,800.069,806.749
169,800,806.782,813.246
170,800,806.782,813.246
171,800,806.782,813.246
172,800,806.783,813.246
173,800,806.783,813.246
174,800,806.783,813.246
175,800,806.783,813.246
176,800,806.783,813.246
177,800,813.282,821.84
178,800,813.282,821.84
179,800,813.283,821.84
180,800,813.283,821.84
181,900,900.084,906.592
182,900,900.084,906.592
183,900,900.085,906.592
184,900,900.085,906.592
185,900,900.086,906.592
186,900,900.086,906.592
187,900,900.087,906.592
188,900,900.087,906.592
189,900,906.632,912.936
190,900,906.633,912.936
191,900,906.633,912.936
192,900,906.634,912.936
193,900,906.635,912.936
194,900,906.635,912.936
195,900,906.636,912.936
196,900,906.636,912.936
197,900,912.96,919.473
198,900,912.961,919.473
199,900,912.961,919.473
200,900,912.961,919.473
