index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal,accepted,terminal,enqueue_returned_ns,result_observed_ns,sync_started_ns,synced_ns,published_ns
0,233033979542,233049672842,0,0,233055388621,233055388621,1,2,1,2,2,0,0,0,102,2,3405517392,0,1,4774429974187203373,0,0,0,0,0,0,0
1,233038979542,233055391835,0,0,233061381530,233061381530,1,3,1,3,3,5,5,5,103,3,3405582928,0,1,8325071007958420863,0,0,0,0,0,0,0
2,233043979542,233061383923,0,0,233066864665,233066864665,1,4,1,4,4,10,10,10,104,4,3405386328,0,1,16805963189188917041,0,0,0,0,0,0,0
3,233048979542,233066866688,0,0,233072935780,233072935780,1,5,1,5,5,15,15,15,105,5,3405451864,0,1,1090931148621254679,0,0,0,0,0,0,0
4,233053979542,233072938464,0,0,233080113279,233080113279,1,6,1,6,6,20,20,20,106,6,3405255256,0,1,2804126086316065757,0,0,0,0,0,0,0
5,233058979542,233080115452,0,0,233086437054,233086437054,1,7,1,7,7,25,25,25,107,7,3405320792,0,1,17915700143820780143,0,0,0,0,0,0,0
6,233063979542,233086439758,0,0,233092068992,233092068992,1,8,1,8,8,30,30,30,108,8,3405124176,0,1,9199453128620625097,0,0,0,0,0,0,0
7,233068979542,233092070484,0,0,233097985006,233097985006,1,9,1,9,9,35,35,35,109,9,3405189712,0,1,684771463143050871,0,0,0,0,0,0,0
8,233073979542,233097985727,0,0,233103904074,233103904074,1,10,1,10,10,40,40,40,110,10,3404993104,0,1,18441894303901297149,0,0,0,0,0,0,0
9,233078979542,233103906417,0,0,233109667360,233109667360,1,11,1,11,11,45,45,45,111,11,3405058640,0,1,12646616849545443919,0,0,0,0,0,0,0
10,233083979542,233109669553,0,0,233116544542,233116544542,1,12,1,12,12,50,50,50,112,12,3404862024,0,1,3099256442097226513,0,0,0,0,0,0,0
11,233088979542,233116547055,0,0,233122713787,233122713787,1,13,1,13,13,55,55,55,113,13,3404927560,0,1,13642529602440558663,0,0,0,0,0,0,0
12,233093979542,233122716391,0,0,233128848489,233128848489,1,14,1,14,14,60,60,60,114,14,3404730952,0,1,15987845686493240781,0,0,0,0,0,0,0
13,233098979542,233128852654,0,0,233136382018,233136382018,1,15,1,15,15,65,65,65,115,15,3404796488,0,1,6861086014037999071,0,0,0,0,0,0,0
14,233103979542,233136384572,0,0,233142563222,233142563222,1,16,1,16,16,70,70,70,116,16,3404599888,0,1,1870789567533159161,0,0,0,0,0,0,0
15,233108979542,233142566516,0,0,233149080332,233149080332,1,17,1,17,17,75,75,75,117,17,3404665424,0,1,17006756786998131751,0,0,0,0,0,0,0
16,233113979542,233149082715,0,0,233155114206,233155114206,1,18,1,18,18,80,80,80,118,18,3404468816,0,1,1467878014427423757,0,0,0,0,0,0,0
17,233118979542,233155116619,0,0,233161713958,233161713958,1,19,1,19,19,85,85,85,119,19,3404534352,0,1,18107612697739661407,0,0,0,0,0,0,0
18,233123979542,233161716051,0,0,233167692006,233167692006,1,20,1,20,20,90,90,90,120,20,3404337752,0,1,10208894589263519985,0,0,0,0,0,0,0
19,233128979542,233167694299,0,0,233173936947,233173936947,1,21,1,21,21,95,95,95,121,21,3404403288,0,1,18338583754133031703,0,0,0,0,0,0,0
20,233133979542,233173939691,0,0,233179663864,233179663864,1,22,1,22,22,100,100,100,122,22,3404206680,0,1,816674655981792061,0,0,0,0,0,0,0
21,233138979542,233179666457,0,0,233185927229,233185927229,1,23,1,23,23,105,105,105,123,23,3404272216,0,1,14028276606823163791,0,0,0,0,0,0,0
22,233143979542,233185930143,0,0,233191865583,233191865583,1,24,1,24,24,110,110,110,124,24,3404075600,0,1,8858332867569321929,0,0,0,0,0,0,0
23,233148979542,233191867966,0,0,233197440286,233197440286,1,25,1,25,25,115,115,115,125,25,3404141136,0,1,4363734737047176727,0,0,0,0,0,0,0
