index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal,accepted,terminal,enqueue_returned_ns,result_observed_ns,sync_started_ns,synced_ns,published_ns
0,92808480185,92809596597,0,0,92820885511,92820885511,1,2,1,2,2,0,0,0,102,2,3405517392,0,1,4774429974187203373,0,0,0,0,0,0,0
1,92813480185,92820889400,0,0,92827083458,92827083458,1,3,1,3,3,5,5,5,103,3,3405582928,0,1,8325071007958420863,0,0,0,0,0,0,0
2,92818480185,92827085649,0,0,92833311144,92833311144,1,4,1,4,4,10,10,10,104,4,3405386328,0,1,16805963189188917041,0,0,0,0,0,0,0
3,92823480185,92833313546,0,0,92839884044,92839884044,1,5,1,5,5,15,15,15,105,5,3405451864,0,1,1090931148621254679,0,0,0,0,0,0,0
4,92828480185,92839886175,0,0,92845297590,92845297590,1,6,1,6,6,20,20,20,106,6,3405255256,0,1,2804126086316065757,0,0,0,0,0,0,0
5,92833480185,92845299621,0,0,92851495203,92851495203,1,7,1,7,7,25,25,25,107,7,3405320792,0,1,17915700143820780143,0,0,0,0,0,0,0
6,92838480185,92851497846,0,0,92857183264,92857183264,1,8,1,8,8,30,30,30,108,8,3405124176,0,1,9199453128620625097,0,0,0,0,0,0,0
7,92843480185,92857185887,0,0,92864899247,92864899247,1,9,1,9,9,35,35,35,109,9,3405189712,0,1,684771463143050871,0,0,0,0,0,0,0
8,92848480185,92864902584,0,0,92870461201,92870461201,1,10,1,10,10,40,40,40,110,10,3404993104,0,1,18441894303901297149,0,0,0,0,0,0,0
9,92853480185,92870464206,0,0,92876677458,92876677458,1,11,1,11,11,45,45,45,111,11,3405058640,0,1,12646616849545443919,0,0,0,0,0,0,0
10,92858480185,92876680785,0,0,92882370447,92882370447,1,12,1,12,12,50,50,50,112,12,3404862024,0,1,3099256442097226513,0,0,0,0,0,0,0
11,92863480185,92882372468,0,0,92888560833,92888560833,1,13,1,13,13,55,55,55,113,13,3404927560,0,1,13642529602440558663,0,0,0,0,0,0,0
12,92868480185,92888563245,0,0,92894861820,92894861820,1,14,1,14,14,60,60,60,114,14,3404730952,0,1,15987845686493240781,0,0,0,0,0,0,0
13,92873480185,92894864704,0,0,92900249514,92900249514,1,15,1,15,15,65,65,65,115,15,3404796488,0,1,6861086014037999071,0,0,0,0,0,0,0
14,92878480185,92900251726,0,0,92905860707,92905860707,1,16,1,16,16,70,70,70,116,16,3404599888,0,1,1870789567533159161,0,0,0,0,0,0,0
15,92883480185,92905863421,0,0,92911890404,92911890404,1,17,1,17,17,75,75,75,117,17,3404665424,0,1,17006756786998131751,0,0,0,0,0,0,0
16,92888480185,92911892977,0,0,92917759108,92917759108,1,18,1,18,18,80,80,80,118,18,3404468816,0,1,1467878014427423757,0,0,0,0,0,0,0
17,92893480185,92917761028,0,0,92925037750,92925037750,1,19,1,19,19,85,85,85,119,19,3404534352,0,1,18107612697739661407,0,0,0,0,0,0,0
18,92898480185,92925040182,0,0,92930262472,92930262472,1,20,1,20,20,90,90,90,120,20,3404337752,0,1,10208894589263519985,0,0,0,0,0,0,0
19,92903480185,92930264563,0,0,92936090913,92936090913,1,21,1,21,21,95,95,95,121,21,3404403288,0,1,18338583754133031703,0,0,0,0,0,0,0
20,92908480185,92936093054,0,0,92942162018,92942162018,1,22,1,22,22,100,100,100,122,22,3404206680,0,1,816674655981792061,0,0,0,0,0,0,0
21,92913480185,92942164420,0,0,92948182922,92948182922,1,23,1,23,23,105,105,105,123,23,3404272216,0,1,14028276606823163791,0,0,0,0,0,0,0
22,92918480185,92948185052,0,0,92954985670,92954985670,1,24,1,24,24,110,110,110,124,24,3404075600,0,1,8858332867569321929,0,0,0,0,0,0,0
