index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal,accepted,terminal,enqueue_returned_ns,result_observed_ns,sync_started_ns,synced_ns,published_ns
0,92808480185,92808998206,92809002993,92809003013,92812874208,0,1,2,1,2,2,0,0,0,102,2,3405517392,0,1,0,1,1,0,0,0,0,0
1,92813480185,92813646850,92813654388,92813654428,92815681785,0,1,3,1,3,3,5,5,5,103,3,3405582928,0,1,0,1,1,0,0,0,0,0
2,92818480185,92818598554,92818604172,92818604202,92820849128,0,1,4,1,4,4,10,10,10,104,4,3405386328,0,1,0,1,1,0,0,0,0,0
3,92823480185,92823583405,92823587395,92823587425,92825419304,0,1,5,1,5,5,15,15,15,105,5,3405451864,0,1,0,1,1,0,0,0,0,0
4,92828480185,92828589512,92828594688,92828594718,92830819602,0,1,6,1,6,6,20,20,20,106,6,3405255256,0,1,0,1,1,0,0,0,0,0
5,92833480185,92833590685,92833593891,92833593912,92835009237,0,1,7,1,7,7,25,25,25,107,7,3405320792,0,1,0,1,1,0,0,0,0,0
6,92838480185,92838597225,92838602401,92838602421,92839858082,0,1,8,1,8,8,30,30,30,108,8,3405124176,0,1,0,1,1,0,0,0,0,0
7,92843480185,92843592619,92843597111,92843597132,92844921489,0,1,9,1,9,9,35,35,35,109,9,3405189712,0,1,0,1,1,0,0,0,0,0
8,92848480185,92848587128,92848593701,92848593721,92849911848,0,1,10,1,10,10,40,40,40,110,10,3404993104,0,1,0,1,1,0,0,0,0,0
9,92853480185,92853612825,92853619870,92853619891,92854887101,0,1,11,1,11,11,45,45,45,111,11,3405058640,0,1,0,1,1,0,0,0,0,0
10,92858480185,92858598571,92858603003,92858603023,92859912978,0,1,12,1,12,12,50,50,50,112,12,3404862024,0,1,0,1,1,0,0,0,0,0
11,92863480185,92863616439,92863623615,92863623645,92864883033,0,1,13,1,13,13,55,55,55,113,13,3404927560,0,1,0,1,1,0,0,0,0,0
12,92868480185,92868579639,92868583187,92868583207,92869812767,0,1,14,1,14,14,60,60,60,114,14,3404730952,0,1,0,1,1,0,0,0,0,0
13,92873480185,92873595798,92873601115,92873601135,92874931713,0,1,15,1,15,15,65,65,65,115,15,3404796488,0,1,0,1,1,0,0,0,0,0
14,92878480185,92878596448,92878600911,92878600931,92880168536,0,1,16,1,16,16,70,70,70,116,16,3404599888,0,1,0,1,1,0,0,0,0,0
15,92883480185,92883596134,92883599290,92883599310,92884991108,0,1,17,1,17,17,75,75,75,117,17,3404665424,0,1,0,1,1,0,0,0,0,0
16,92888480185,92888575768,92888579055,92888579075,92889838575,0,1,18,1,18,18,80,80,80,118,18,3404468816,0,1,0,1,1,0,0,0,0,0
17,92893480185,92893600148,92893605354,92893605375,92894827315,0,1,19,1,19,19,85,85,85,119,19,3404534352,0,1,0,1,1,0,0,0,0,0
18,92898480185,92898586738,92898591110,92898591130,92899847023,0,1,20,1,20,20,90,90,90,120,20,3404337752,0,1,0,1,1,0,0,0,0,0
19,92903480185,92903595158,92903599389,92903599409,92905262849,0,1,21,1,21,21,95,95,95,121,21,3404403288,0,1,0,1,1,0,0,0,0,0
20,92908480185,92908581626,92908586039,92908586069,92909910959,0,1,22,1,22,22,100,100,100,122,22,3404206680,0,1,0,1,1,0,0,0,0,0
21,92913480185,92913601756,92913606590,92913606611,92914811476,0,1,23,1,23,23,105,105,105,123,23,3404272216,0,1,0,1,1,0,0,0,0,0
22,92918480185,92918588556,92918591782,92918591802,92920079806,0,1,24,1,24,24,110,110,110,124,24,3404075600,0,1,0,1,1,0,0,0,0,0
23,92923480185,92923586723,92923593246,92923593266,92925020001,0,1,25,1,25,25,115,115,115,125,25,3404141136,0,1,0,1,1,0,0,0,0,0
24,92928480185,92928582167,92928587132,92928587153,92929864534,0,1,26,1,26,26,120,120,120,126,26,3403944528,0,1,0,1,1,0,0,0,0,0
25,92933480185,92933578326,92933582858,92933582879,92934864421,0,1,27,1,27,27,125,125,125,127,27,3404010064,0,1,0,1,1,0,0,0,0,0
26,92938480185,92938585148,92938590414,92938590434,92940085073,0,1,28,1,28,28,130,130,130,128,28,3403813544,0,1,0,1,1,0,0,0,0,0
27,92943480185,92943586383,92943590162,92943590182,92944888425,0,1,29,1,29,29,135,135,135,129,29,3403879080,0,1,0,1,1,0,0,0,0,0
28,92948480185,92948573896,92948576750,92948576780,92949816500,0,1,30,1,30,30,140,140,140,130,30,3403682472,0,1,0,1,1,0,0,0,0,0
29,92953480185,92953589470,92953595008,92953595029,92954970202,0,1,31,1,31,31,145,145,145,131,31,3403748008,0,1,0,1,1,0,0,0,0,0
30,92958480185,92958580594,92958584795,92958584825,92960143515,0,1,32,1,32,32,150,150,150,132,32,3403551376,0,1,0,1,1,0,0,0,0,0
31,92963480185,92963587455,92963591676,92963591696,92964795173,0,1,33,1,33,33,155,155,155,133,33,3403616912,0,1,0,1,1,0,0,0,0,0
32,92968480185,92968576789,92968580156,92968580186,92969926644,0,1,34,1,34,34,160,160,160,134,34,3403420304,0,1,0,1,1,0,0,0,0,0
33,92973480185,92973590947,92973594224,92973594254,92974879232,0,1,35,1,35,35,165,165,165,135,35,3403485840,0,1,0,1,1,0,0,0,0,0
34,92978480185,92978602402,92978608262,92978608282,92979974270,0,1,36,1,36,36,170,170,170,136,36,3403289240,0,1,0,1,1,0,0,0,0,0
35,92983480185,92983600378,92983607102,92983607122,92984920646,0,1,37,1,37,37,175,175,175,137,37,3403354776,0,1,0,1,1,0,0,0,0,0
36,92988480185,92988579570,92988584425,92988584445,92990151016,0,1,38,1,38,38,180,180,180,138,38,3403158168,0,1,0,1,1,0,0,0,0,0
37,92993480185,92993586485,92993591641,92993591671,92994859631,0,1,39,1,39,39,185,185,185,139,39,3403223704,0,1,0,1,1,0,0,0,0,0
38,92998480185,92998592161,92998597256,92998597287,92999919131,0,1,40,1,40,40,190,190,190,140,40,3403027088,0,1,0,1,1,0,0,0,0,0
39,93003480185,93003588497,93003592909,93003592939,93004831835,0,1,41,1,41,41,195,195,195,141,41,3403092624,0,1,0,1,1,0,0,0,0,0
40,93008480185,93008579873,93008584617,93008584637,93009896529,0,1,42,1,42,42,200,200,200,142,42,3402896016,0,1,0,1,1,0,0,0,0,0
41,93013480185,93013585658,93013590050,93013590070,93015271854,0,1,43,1,43,43,205,205,205,143,43,3402961552,0,1,0,1,1,0,0,0,0,0
42,93018480185,93018589806,93018851739,93018851759,93020159464,0,1,44,1,44,44,210,210,210,144,44,3402764936,0,1,0,1,1,0,0,0,0,0
43,93023480185,93023603039,93023609050,93023609080,93024869224,0,1,45,1,45,45,215,215,215,145,45,3402830472,0,1,0,1,1,0,0,0,0,0
44,93028480185,93028581269,93028586797,93028586827,93029814565,0,1,46,1,46,46,220,220,220,146,46,3402633864,0,1,0,1,1,0,0,0,0,0
45,93033480185,93033585615,93033589867,93033589887,93034835457,0,1,47,1,47,47,225,225,225,147,47,3402699400,0,1,0,1,1,0,0,0,0,0
46,93038480185,93038595112,93038601052,93038601072,93040196258,0,1,48,1,48,48,230,230,230,148,48,3402502800,0,1,0,1,1,0,0,0,0,0
47,93043480185,93043599429,93043604756,93043604776,93044928661,0,1,49,1,49,49,235,235,235,149,49,3402568336,0,1,0,1,1,0,0,0,0,0
48,93048480185,93048582601,93048587938,93048587959,93049778612,0,1,50,1,50,50,240,240,240,150,50,3402371728,0,1,0,1,1,0,0,0,0,0
49,93053480185,93053584520,93053588661,93053588681,93055016329,0,1,51,1,51,51,245,245,245,151,51,3402437264,0,1,0,1,1,0,0,0,0,0
50,93058480185,93058587491,93058591310,93058591330,93060058227,0,1,52,1,52,52,250,250,250,152,52,3402240664,0,1,0,1,1,0,0,0,0,0
51,93063480185,93063591830,93063595690,93063595710,93065077260,0,1,53,1,53,53,255,255,255,153,53,3402306200,0,1,0,1,1,0,0,0,0,0
52,93068480185,93068583335,93068652745,93068652775,93070168719,0,1,54,1,54,54,260,260,260,154,54,3402109592,0,1,0,1,1,0,0,0,0,0
53,93073480185,93073593735,93073601393,93073601414,93075322011,0,1,55,1,55,55,265,265,265,155,55,3402175128,0,1,0,1,1,0,0,0,0,0
54,93078480185,93078592868,93078597993,93078598014,93079853673,0,1,56,1,56,56,270,270,270,156,56,3401978512,0,1,0,1,1,0,0,0,0,0
55,93083480185,93083593939,93083597537,93083597558,93085054665,0,1,57,1,57,57,275,275,275,157,57,3402044048,0,1,0,1,1,0,0,0,0,0
56,93088480185,93088592168,93088598892,93088598912,93089853939,0,1,58,1,58,58,280,280,280,158,58,3401847440,0,1,0,1,1,0,0,0,0,0
57,93093480185,93093587793,93093592779,93093592809,93094842338,0,1,59,1,59,59,285,285,285,159,59,3401912976,0,1,0,1,1,0,0,0,0,0
58,93098480185,93098596828,93098600738,93098600758,93099842687,0,1,60,1,60,60,290,290,290,160,60,3401716392,0,1,0,1,1,0,0,0,0,0
59,93103480185,93103597156,93103601760,93103601780,93104974660,0,1,61,1,61,61,295,295,295,161,61,3401781928,0,1,0,1,1,0,0,0,0,0
60,93108480185,93108583885,93108588387,93108588408,93110174718,0,1,62,1,62,62,300,300,300,162,62,3401585320,0,1,0,1,1,0,0,0,0,0
61,93113480185,93113578826,93113582364,93113582384,93115059392,0,1,63,1,63,63,305,305,305,163,63,3401650856,0,1,0,1,1,0,0,0,0,0
62,93118480185,93118607980,93118613669,93118613689,93119992805,0,1,64,1,64,64,310,310,310,164,64,3401454288,0,1,0,1,1,0,0,0,0,0
63,93123480185,93123600489,93123606128,93123606148,93125124054,0,1,65,1,65,65,315,315,315,165,65,3401519824,0,1,0,1,1,0,0,0,0,0
64,93128480185,93128583642,93128588134,93128588165,93130011632,0,1,66,1,66,66,320,320,320,166,66,3401323216,0,1,0,1,1,0,0,0,0,0
65,93133480185,93133579760,93133583167,93133583198,93134904749,0,1,67,1,67,67,325,325,325,167,67,3401388752,0,1,0,1,1,0,0,0,0,0
66,93138480185,93138591556,93138594099,93138594129,93139913000,0,1,68,1,68,68,330,330,330,168,68,3401192152,0,1,0,1,1,0,0,0,0,0
67,93143480185,93143599564,93143604820,93143604840,93144914605,0,1,69,1,69,69,335,335,335,169,69,3401257688,0,1,0,1,1,0,0,0,0,0
68,93148480185,93148579612,93148584587,93148584608,93149879464,0,1,70,1,70,70,340,340,340,170,70,3401061080,0,1,0,1,1,0,0,0,0,0
69,93153480185,93153585417,93153589819,93153589839,93155146731,0,1,71,1,71,71,345,345,345,171,71,3401126616,0,1,0,1,1,0,0,0,0,0
70,93158480185,93158596370,93158605245,93158605265,93160284625,0,1,72,1,72,72,350,350,350,172,72,3400930000,0,1,0,1,1,0,0,0,0,0
71,93163480185,93163599201,93163606036,93163606066,93165000989,0,1,73,1,73,73,355,355,355,173,73,3400995536,0,1,0,1,1,0,0,0,0,0
72,93168480185,93168581056,93168586202,93168586232,93169861623,0,1,74,1,74,74,360,360,360,174,74,3400798928,0,1,0,1,1,0,0,0,0,0
73,93173480185,93173604080,93173610473,93173610493,93174898265,0,1,75,1,75,75,365,365,365,175,75,3400864464,0,1,0,1,1,0,0,0,0,0
74,93178480185,93178587774,93178592327,93178592347,93179897237,0,1,76,1,76,76,370,370,370,176,76,3400667848,0,1,0,1,1,0,0,0,0,0
75,93183480185,93183587128,93183591259,93183591279,93184894329,0,1,77,1,77,77,375,375,375,177,77,3400733384,0,1,0,1,1,0,0,0,0,0
76,93188480185,93188618454,93188626102,93188626122,93189956300,0,1,78,1,78,78,380,380,380,178,78,3400536776,0,1,0,1,1,0,0,0,0,0
77,93193480185,93193581626,93193586249,93193586269,93195358054,0,1,79,1,79,79,385,385,385,179,79,3400602312,0,1,0,1,1,0,0,0,0,0
78,93198480185,93198585421,93198588868,93198588888,93199883998,0,1,80,1,80,80,390,390,390,180,80,3400405712,0,1,0,1,1,0,0,0,0,0
79,93203480185,93203599771,93203604756,93203604776,93204875031,0,1,81,1,81,81,395,395,395,181,81,3400471248,0,1,0,1,1,0,0,0,0,0
80,93208480185,93208592853,93208599396,93208599426,93209990922,0,1,82,1,82,82,400,400,400,182,82,3400274640,0,1,0,1,1,0,0,0,0,0
81,93213480185,93213590539,93213646542,93213646572,93214943702,0,1,83,1,83,83,405,405,405,183,83,3400340176,0,1,0,1,1,0,0,0,0,0
82,93218480185,93218595481,93218600737,93218600757,93219832366,0,1,84,1,84,84,410,410,410,184,84,3400143576,0,1,0,1,1,0,0,0,0,0
83,93223480185,93223598121,93223604010,93223604031,93225044635,0,1,85,1,85,85,415,415,415,185,85,3400209112,0,1,0,1,1,0,0,0,0,0
84,93228480185,93228589113,93228593717,93228593737,93230035497,0,1,86,1,86,86,420,420,420,186,86,3400012504,0,1,0,1,1,0,0,0,0,0
85,93233480185,93233593352,93233595795,93233595815,93234895105,0,1,87,1,87,87,425,425,425,187,87,3400078040,0,1,0,1,1,0,0,0,0,0
86,93238480185,93238589771,93238595339,93238595359,93240556100,0,1,88,1,88,88,430,430,430,188,88,3399881424,0,1,0,1,1,0,0,0,0,0
87,93243480185,93243591164,93243596250,93243596280,93245064424,0,1,89,1,89,89,435,435,435,189,89,3399946960,0,1,0,1,1,0,0,0,0,0
88,93248480185,93248577443,93248581352,93248581373,93250142847,0,1,90,1,90,90,440,440,440,190,90,3399750352,0,1,0,1,1,0,0,0,0,0
89,93253480185,93253592426,93253598537,93253598557,93254975128,0,1,91,1,91,91,445,445,445,191,91,3399815888,0,1,0,1,1,0,0,0,0,0
90,93258480185,93258587267,93258594332,93258594352,93259925305,0,1,92,1,92,92,450,450,450,192,92,3399619240,0,1,0,1,1,0,0,0,0,0
91,93263480185,93263587335,93263590641,93263590671,93265228180,0,1,93,1,93,93,455,455,455,193,93,3399684776,0,1,0,1,1,0,0,0,0,0
92,93268480185,93268573933,93268578195,93268578215,93269903638,0,1,94,1,94,94,460,460,460,194,94,3399488168,0,1,0,1,1,0,0,0,0,0
93,93273480185,93273594424,93273600475,93273600495,93275066789,0,1,95,1,95,95,465,465,465,195,95,3399553704,0,1,0,1,1,0,0,0,0,0
94,93278480185,93278597608,93278604131,93278604151,93279896346,0,1,96,1,96,96,470,470,470,196,96,3399357072,0,1,0,1,1,0,0,0,0,0
