index,planned_ns,started_ns,prepared_ns,publication_started_ns,completed_ns,checkpoint_confirmed_by_ns,outcome,sequence,epoch,version,proof,value_ms,verified_ms,received_ms,price,quantity,checksum,gap,time_known,seal
0,14186178174,14186326075,14186328815,14186328835,14190391791,0,1,2,1,2,2,0,0,0,102,2,3405517392,0,1,0
1,14196178174,14196276375,14196280015,14196280035,14198008770,0,1,3,1,3,3,10,10,10,103,3,3405582928,0,1,0
2,14206178174,14206267590,14206270780,14206270810,14208182455,0,1,4,1,4,4,20,20,20,104,4,3405386328,0,1,0
3,14216178174,14216276667,14216280187,14216280217,14218023884,0,1,5,1,5,5,30,30,30,105,5,3405451864,0,1,0
4,14226178174,14226306165,14226309294,14226309324,14229922117,0,1,6,1,6,6,40,40,40,106,6,3405255256,0,1,0
5,14236178174,14236286835,14236289925,14236289945,14238141548,0,1,7,1,7,7,50,50,50,107,7,3405320792,0,1,0
6,14246178174,14246302029,14246305739,14246305769,14247996257,0,1,8,1,8,8,60,60,60,108,8,3405124176,0,1,0
7,14256178174,14256269247,14256271387,14256271407,14257956805,0,1,9,1,9,9,70,70,70,109,9,3405189712,0,1,0
8,14266178174,14266297707,14266300387,14266300407,14267666159,0,1,10,1,10,10,80,80,80,110,10,3404993104,0,1,0
9,14276178174,14276290732,14276297722,14276297752,14278414956,0,1,11,1,11,11,90,90,90,111,11,3405058640,0,1,0
10,14286178174,14286284372,14286287842,14286287872,14287899418,0,1,12,1,12,12,100,100,100,112,12,3404862024,0,1,0
11,14296178174,14296295509,14296302449,14296302469,14297842057,0,1,13,1,13,13,110,110,110,113,13,3404927560,0,1,0
12,14306178174,14306281115,14306282955,14306282975,14308135240,0,1,14,1,14,14,120,120,120,114,14,3404730952,0,1,0
13,14316178174,14316275482,14316278822,14316278842,14317656546,0,1,15,1,15,15,130,130,130,115,15,3404796488,0,1,0
14,14326178174,14326290259,14326293039,14326293059,14327841909,0,1,16,1,16,16,140,140,140,116,16,3404599888,0,1,0
15,14336178174,14336282789,14336286619,14336286639,14337679638,0,1,17,1,17,17,150,150,150,117,17,3404665424,0,1,0
16,14346178174,14346286844,14346291044,14346291064,14347635496,0,1,18,1,18,18,160,160,160,118,18,3404468816,0,1,0
17,14356178174,14356263462,14356265582,14356265612,14357637614,0,1,19,1,19,19,170,170,170,119,19,3404534352,0,1,0
18,14366178174,14366281769,14366286739,14366286759,14367812029,0,1,20,1,20,20,180,180,180,120,20,3404337752,0,1,0
19,14376178174,14376285277,14376289607,14376289627,14377961797,0,1,21,1,21,21,190,190,190,121,21,3404403288,0,1,0
20,14386178174,14386268654,14386271064,14386271094,14387703485,0,1,22,1,22,22,200,200,200,122,22,3404206680,0,1,0
21,14396178174,14396287644,14396290614,14396290634,14397564595,0,1,23,1,23,23,210,210,210,123,23,3404272216,0,1,0
22,14406178174,14406273169,14406275789,14406275809,14407709050,0,1,24,1,24,24,220,220,220,124,24,3404075600,0,1,0
23,14416178174,14416264717,14416268087,14416268107,14418170121,0,1,25,1,25,25,230,230,230,125,25,3404141136,0,1,0
24,14426178174,14426281304,14426286534,14426286554,14427707955,0,1,26,1,26,26,240,240,240,126,26,3403944528,0,1,0
25,14436178174,14436299731,14436303271,14436303301,14437595134,0,1,27,1,27,27,250,250,250,127,27,3404010064,0,1,0
26,14446178174,14446268199,14446270339,14446270369,14447596141,0,1,28,1,28,28,260,260,260,128,28,3403813544,0,1,0
27,14456178174,14456272856,14456276006,14456276026,14457899105,0,1,29,1,29,29,270,270,270,129,29,3403879080,0,1,0
28,14466178174,14466284114,14466290454,14466290474,14467552967,0,1,30,1,30,30,280,280,280,130,30,3403682472,0,1,0
